Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
CRM & Sales; CRM (Pipeline & Deals); Sales CRM; Customer Support; Pipeline Management,Zendesk Sell,zendesk-sell,https://www.zendesk.com/sell/,https://www.zendesk.com/pricing/,https://www.zendesk.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$19 agent/month paid yearly,CHANGE,YES,$19 agent/month paid yearly,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Support Team: $19 agent/month paid yearly; Suite Team: $55 agent/month paid yearly,CHANGE,YES,Unknown,Suite Enterprise + Copilot: Talk to Sales,CHANGE,YES,Unknown,2026-08-23T08:28:56.377Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: The page headline says “Starting from $19/month,” and the Support Team plan is listed at “$19 agent/month paid yearly.” Annual Billing: The pricing section labels the annual option “20% off annual” and lists Support Team at “$19 agent/month paid yearly.” Team / Business Plan: The page explicitly lists Support Team and Suite Team, both described for teams, with prices of $19 and $55 agent/month paid yearly. Enterprise Plan: The page explicitly lists “Suite Enterprise + Copilot” with “Talk to Sales.”"
CRM & Sales; CRM (Pipeline & Deals); Sales Intelligence; Sales Engagement; Revenue Operations,Gong,gong,https://www.gong.io,https://www.gong.io/pricing,https://www.gong.io/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:28:50.727Z,REVIEW,NO,"Discovered same-domain official pricing source. No published pricing: The page states that pricing depends on team-specific factors, includes a per-user license and platform fee, and invites visitors to request a customized proposal by filling out a form. No public prices are provided. Starting Price: Complex product pricing requires review: No standard paid entry plan or public starting price is identified; the page only describes team-dependent pricing and a customized proposal."
CRM & Sales; CRM (Pipeline & Deals); Sales Engagement; Revenue Operations; Pipeline Management,Outreach,outreach,https://www.outreach.io,https://www.outreach.ai/platform/features/mutual-action-plans,https://www.outreach.ai/platform/features/mutual-action-plans,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:29:08.920Z,REVIEW,NO,Discovered same-domain official pricing source.
CRM & Sales; Live Chat (Lead Capture); Customer Support; AI Chatbots; Lead Capture,Intercom,intercom,https://www.intercom.com,https://www.intercom.com/pricing,https://www.intercom.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$29 per seat/mo (Essential),CHANGE,YES,Not explicitly verified,REVIEW,NO,$29 per seat/mo (Essential),CHANGE,YES,Unknown,Advanced,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:29:08.826Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states there is a 14-day free trial and that Lite seats are free on Advanced/Expert, but does not explicitly offer an ongoing Free plan. Starting Price: Essential is the entry listed Intercom plan at $29 per seat/mo. Monthly Billing: Essential is listed at $29 per seat/mo; the page also states monthly or annual self-serve plans are available for Essential and Advanced. Team / Business Plan: Advanced is described as providing powerful automation and AI features for growing support teams."
CRM & Sales; Live Chat (Lead Capture); Chatbot (Sales-first); Lead Capture; Sales Engagement,Drift,drift,https://www.drift.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:28:56.774Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
CRM & Sales; Chatbot (Sales-first); Sales Engagement; Lead Capture; Email Marketing,Lemlist,lemlist,https://www.lemlist.com,https://www.lemlist.com/pricing,https://www.lemlist.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$69/month (monthly billing); $55/month (yearly billing),CHANGE,YES,$55/month with yearly billing; save 20%,CHANGE,YES,$69/month with monthly billing,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:29:12.219Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: Start your 14-day free trial; after the trial, you can’t send new campaigns. Complex product pricing requires review: The page explicitly offers a 14-day free trial, but does not explicitly establish an ongoing free plan or explicitly state that no ongoing free plan exists. Starting Price: Email pricing shows $69 and $55/month, with Yearly Save 20%; the comparison section states Email From $55/user/mo. Annual Billing: The pricing selector states Yearly Save 20%, and Email shows $55/month. Monthly Billing: The pricing selector includes Monthly, and Email shows $69 followed by $55/month. Team / Business Plan: Complex product pricing requires review: No explicitly named Team or Business plan is shown. The Multichannel tier is priced per user, but the supplied text does not clearly establish it as the standard organizational or team tier distinct from Enterprise. Enterprise Plan: The page explicitly names an Enterprise plan and states it is for larger or fast-growing teams needing centralized control."
CRM & Sales; Chatbot (Sales-first); Sales Engagement; Lead Capture; Email Marketing,Instantly,instantly,https://instantly.ai,https://instantly.ai/pricing,https://instantly.ai/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Custom pricing,CHANGE,YES,Unknown,2026-08-23T08:29:27.885Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Complex product pricing requires review: The page contains multiple pricing products and structures, including bundles, outreach plans, and credits plans, so one generic standard paid entry plan cannot be selected reliably. Annual Billing: Complex product pricing requires review: The page shows Monthly and Yearly options across multiple products, but does not unambiguously identify one standard entry plan's annual price for the generic field. Monthly Billing: Complex product pricing requires review: The page shows multiple standard-looking monthly entry prices across bundles, outreach, and credits sections, so the generic monthly entry plan is ambiguous. Enterprise Plan: The page explicitly lists Enterprise with “Custom” pricing and “Book A Call.”"
CRM & Sales; Chatbot (Sales-first); Sales Engagement; Lead Capture; Automation,Reply.io,reply-io,https://reply.io,https://reply.io/pricing/,https://reply.io/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Contact us,CHANGE,YES,Unknown,2026-08-23T08:29:35.195Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ offers a “14-day free trial”; no ongoing Free plan is explicitly identified. Starting Price: Complex product pricing requires review: The page contains separate Email Volume, Multichannel, AI SDR, Agency, and add-on pricing sections, with multiple duplicated price sets; no single generic standard paid entry plan is established. Annual Billing: Complex product pricing requires review: Annual pricing is shown for multiple products and plans, including Email Volume, Multichannel, and AI SDR, so no single standard entry-plan annual price can be selected. Monthly Billing: Complex product pricing requires review: Monthly pricing is shown for multiple products and plans, including Multichannel, AI SDR, Agency, and add-ons, so no single standard entry-plan monthly price can be selected. Team / Business Plan: Complex product pricing requires review: The page labels Multichannel “Best value for teams,” but does not explicitly name it as a Team or Business plan; the source also references Business plans without presenting a distinct Business pricing tier. Enterprise Plan: “AI SDR Enterprise For large scale operations Contact us.”"
Design & Creative; Graphic & UI Design; AI Image / Video; Creator Toolkit; Marketing & SEO,Adobe Firefly,adobe-firefly,https://www.adobe.com/products/firefly.html,https://www.adobe.com/products/firefly/plans.html,https://www.adobe.com/products/firefly/plans.html,DISCOVERED,UNKNOWN,UNKNOWN,ERROR,PLAYWRIGHT,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:29:16.673Z,ERROR,NO,"Discovered same-domain official pricing source. Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Free Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Starting Price: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Annual Billing: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Monthly Billing: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Team / Business Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
 Enterprise Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/products/firefly/plans.html
Call log:
[2m  - navigating to ""https://www.adobe.com/products/firefly/plans.html"", waiting until ""domcontentloaded""[22m
"
Design & Creative; Graphic & UI Design; AI Image / Video; Creator Toolkit,Krea,krea,https://www.krea.ai,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:29:23.850Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Design & Creative; Graphic & UI Design; AI Image / Video; Brand Assets; Creator Toolkit,Recraft,recraft,https://www.recraft.ai,https://www.recraft.ai/pricing,https://www.recraft.ai/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Teams,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:29:34.750Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ explicitly refers to images generated on “the Free plan.” Starting Price: Complex product pricing requires review: Basic, Pro, and Teams are named, but the supplied text does not identify a standard paid entry plan or provide its price. Annual Billing: Complex product pricing requires review: The page displays “Pay annually (save 20%)” but does not provide an annual price for a clearly identified standard paid entry plan. Monthly Billing: Complex product pricing requires review: The page displays “Pay monthly” but does not provide a monthly price for a clearly identified standard paid entry plan. Team / Business Plan: The page describes “Flexible plans for creators and teams” and specifically refers to Teams workspaces and seats."
Design & Creative; Graphic & UI Design; AI Image / Video; Creator Toolkit; Brand Assets,Freepik AI,freepik-ai,https://www.freepik.com/ai,https://www.magnific.com/pricing?origin=magnific_web#from_element=mainmenu,https://www.magnific.com/pricing?origin=magnific_web,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,THB 555/month billed monthly; THB 400/month billed annually,CHANGE,YES,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:29:36.779Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Premium is the first listed individual pricing plan, with monthly and annual-billing variants shown. Annual Billing: Premium is listed at THB 400/month with “Billed annually.” Complex product pricing requires review: Annual Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Monthly Billing: Premium is listed at THB 555/month under the monthly/annual pricing controls. Complex product pricing requires review: Monthly Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified."
Design & Creative; Graphic & UI Design; Creator Toolkit; Marketing & SEO; Brand Assets,Adobe Express,adobe-express,https://www.adobe.com/express/,https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default,https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default,DISCOVERED,UNKNOWN,UNKNOWN,ERROR,PLAYWRIGHT,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:29:39.055Z,ERROR,NO,"Discovered same-domain official pricing source. Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Free Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Starting Price: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Annual Billing: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Monthly Billing: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Team / Business Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
 Enterprise Plan: Playwright fallback failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default
Call log:
[2m  - navigating to ""https://www.adobe.com/express/fragments/pricing-cards/simplified-pricing-card-default"", waiting until ""domcontentloaded""[22m
"
Design & Creative; Graphic & UI Design; Creator Toolkit; Marketing & SEO; Brand Assets,VistaCreate,vistacreate,https://create.vista.com,https://create.vista.com/plans/?popup=subscriptionModal&selectedPlan=annual/,https://create.vista.com/plans/?popup=subscriptionModal&selectedPlan=annual/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$10 USD /mo for up to 10 seats,CHANGE,YES,Not explicitly verified,REVIEW,NO,$10 USD /mo for up to 10 seats,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:29:44.379Z,PARTIAL,NO,Discovered same-domain official pricing source. Free Plan: The page explicitly lists “Starter plan $ 0 USD /mo for 1 seat” and says “Design for free.” Starting Price: The page lists the Pro plan at “$ 10 USD /mo for up to 10 seats.” Monthly Billing: The Pro plan price is explicitly shown as “$ 10 USD /mo for up to 10 seats.”
Design & Creative; Graphic & UI Design; Marketing & SEO; Brand Assets; Advertising,Creatopy,creatopy,https://www.creatopy.com,https://www.thebrief.ai/pricing/,https://www.thebrief.ai/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$29 / month, billed annually at $348",CHANGE,YES,$348 annually,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,"$49 / seat / month, billed annually at $588 / seat",CHANGE,YES,Unknown,"Custom contract; monthly, quarterly or annual, usage-based; contact sales",CHANGE,YES,Unknown,2026-08-23T08:29:49.780Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers a 7-day free trial, but does not explicitly offer an ongoing free plan. Starting Price: Pro, the single-seat plan for solo creators, is listed at $29 / month billed annually at $348. Annual Billing: Pro is explicitly billed annually at $348. Team / Business Plan: Team is explicitly described as a plan for 2–10 people in one workspace and is priced at $49 / seat / month billed annually. Enterprise Plan: Enterprise is explicitly described with usage-based monthly, quarterly or annual pricing, custom contract, and talk-to-sales wording."
Design & Creative; Graphic & UI Design; Photo Editing; Ecommerce; Creator Toolkit,Remove.bg,remove-bg,https://www.remove.bg,https://www.remove.bg/pricing,https://www.remove.bg/pricing,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"THB260.10 / month; THB3,121.20 billed yearly",CHANGE,YES,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"Starts at 100,000 images per year; contact us for flexible solutions",CHANGE,YES,Unknown,2026-08-23T08:30:14.622Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page mentions “1 trial credit” and “Basics, at no cost,” but does not explicitly offer an ongoing free plan. Starting Price: Lite is the lowest-priced subscription plan shown, at THB260.10 / month or THB3,121.20 billed yearly. Annual Billing: Lite: THB3,121.20 billed yearly. Complex product pricing requires review: Annual Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Monthly Billing: Lite: THB260.10 / month. Complex product pricing requires review: Monthly Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Enterprise Plan: Enterprise Solutions starts at 100,000 images per year and instructs users to contact them for more information."
Design & Creative; Graphic & UI Design; Photo Editing; Ecommerce; AI Image / Video,PhotoRoom,photoroom,https://www.photoroom.com,https://www.photoroom.com/pricing,https://www.photoroom.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Custom pricing; contact sales,CHANGE,YES,Unknown,2026-08-23T08:29:56.892Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Pro is the apparent paid entry plan for solopreneurs, but the supplied page text does not show a price amount. Enterprise Plan: The page explicitly lists an Enterprise plan with custom pricing and a Contact sales option."
Design & Creative; Graphic & UI Design; Photo Editing; AI Image / Video; Creator Toolkit,Pixlr,pixlr,https://pixlr.com,https://pixlr.com/pricing/,https://pixlr.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$2.49 per month (monthly billing); $1.99 per month (yearly billing, Save 20%)",CHANGE,YES,$1.99 per month with yearly billing (Save 20%),CHANGE,YES,$2.49 per month,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:01.268Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Plus is the lowest listed paid plan at $2.49 per month, or $1.99 per month with yearly billing and Save 20%. Annual Billing: The Plus plan shows $1.99 per month under the yearly pricing option with Save 20%. Monthly Billing: The Plus plan shows $2.49 per month under the monthly pricing option."
Design & Creative; Graphic & UI Design; 3D Design; Web Design; Design & Creative,Spline,spline,https://spline.design,https://spline.design/pricing,https://spline.design/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$12 / per seat / month billed annually, or $15 / month billed monthly",CHANGE,YES,"$12 / per seat / month, billed annually",CHANGE,YES,$15 / month billed monthly,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"Custom Pricing, billed annually",CHANGE,YES,Unknown,2026-08-23T08:30:07.769Z,PARTIAL,NO,Discovered same-domain official pricing source. Free Plan: Start creating realtime 3D design experiences for free; Free $0 / month. Starting Price: Hobby is the first paid plan shown: $12 / mo billed yearly or $15 billed monthly. Annual Billing: Hobby $ 12 / mo billed yearly; the pricing cards also state $12 / per seat / month billed annually. Monthly Billing: Hobby $ 15 billed monthly. Enterprise Plan: Enterprise Custom Pricing Billed yearly; Contact Sales for Enterprise.
Design & Creative; Graphic & UI Design; Web Design; No-Code; Design & Creative,Framer,framer,https://www.framer.com,https://www.framer.com/pricing,https://www.framer.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$10 per month (Basic),CHANGE,YES,Not explicitly verified,REVIEW,NO,$10 per month for Basic,CHANGE,YES,Unknown,Pro — $30 per month,CHANGE,YES,Unknown,Enterprise — Custom pricing,CHANGE,YES,Unknown,2026-08-23T08:30:09.305Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly identifies an ongoing “Free plan” and lists “Free” and “$0.” Starting Price: The Basic plan is the standard paid entry plan and is listed at “$10 per month.” Monthly Billing: The Basic plan is explicitly listed at “$10 per month”; the page also states all prices are monthly. Team / Business Plan: The Pro plan is explicitly designed for teams at agencies, startups, and scale-ups and is distinct from Enterprise. Enterprise Plan: The page explicitly lists an Enterprise plan with custom pricing and dedicated support."
Design & Creative; Graphic & UI Design; Video & Motion; Animation; Developer Tools,LottieFiles,lottiefiles,https://lottiefiles.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:30:08.443Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Design & Creative; Graphic & UI Design; Presentations; Marketing & SEO; Brand Assets,Visme,visme,https://www.visme.co,https://www.visme.co/pricing/,https://www.visme.co/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,US $12.25/month per person when billed annually; US $147/year,CHANGE,YES,US $147/year per person,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Pro — US $24.75/month per person; US $297/year,CHANGE,YES,Unknown,Enterprise — Custom Price from 10 users,CHANGE,YES,Unknown,2026-08-23T08:30:25.847Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ states: “Visme offers a free plan.” Starting Price: The FAQ states: “Paid plans starting at $12.25 per month for individuals when billed annually.” Annual Billing: Starter is listed at “US $147 /year,” and the FAQ states the $12.25 per month starting price applies when billed annually. Team / Business Plan: The Pro plan is explicitly described as “For teams that need branding collaboration and deeper control.” Enterprise Plan: The Enterprise plan is listed as “Custom Price from 10 users.”"
Design & Creative; Video & Motion; AI Image / Video; Creator Toolkit; Social Media,Kapwing,kapwing,https://www.kapwing.com,https://www.kapwing.com/pricing,https://www.kapwing.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$16 per member per month, billed annually ($192/year); $24 per member per month, billed monthly",CHANGE,YES,"$16 per member per month, billed annually ($192/year)",CHANGE,YES,"$24 per member per month, billed monthly",CHANGE,YES,Unknown,"Business — $50 per member per month, billed annually ($600/year); $64 billed monthly",CHANGE,YES,Unknown,Custom amount of credits; Contact Sales,CHANGE,YES,Unknown,2026-08-23T08:30:17.816Z,VERIFIED,YES,Discovered same-domain official pricing source. Free Plan: The page explicitly presents a “Free” plan with “$ 0” and “It's Free!” Starting Price: Pro is the standard paid entry plan and lists $16 per member per month billed annually or $24 billed monthly. Annual Billing: The FAQ states Kapwing Pro is available for $16/month billed annually or $192/year. Monthly Billing: The Pro plan lists “$24 billed monthly.” Team / Business Plan: Business is for “individuals and teams” and includes features for the team workspace; Enterprise is listed separately for large organizations. Enterprise Plan: Enterprise is explicitly listed for large organizations with “Custom amount of credits” and “Contact Sales.”
